[2010-09-22 08:07:21,801] INFO  [com.Main] Start 
[2010-09-22 08:08:03,733] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:03,733] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:08:03,993] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:03,994] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:04,081] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:04,082] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:04,177] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:04,177] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:08:04,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:04,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:08:07,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:07,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:08:08,464] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:08,465] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:08,600] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:08,601] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:08,664] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:08,665] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:08,733] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:08,733] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:08:10,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:10,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:08:10,733] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:10,736] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 3 
[2010-09-22 08:08:11,552] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:11,553] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:11,688] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:11,689] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:11,733] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:11,733] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:08:12,160] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:12,161] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:12,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:12,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:08:13,024] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:13,025] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:13,120] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:13,121] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 1 
[2010-09-22 08:08:13,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:13,233] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:08:14,648] DEBUG [com.bay12games.df.rawedit.gui.CompletionWindow] Close AC Window 
[2010-09-22 08:08:14,733] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:08:14,733] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 0 
[2010-09-22 08:41:36,257] INFO  [com.Main] Start 
[2010-09-22 08:41:36,370] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: REACTION 
[2010-09-22 08:41:36,370] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: REAGENT 
[2010-09-22 08:41:36,371] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: PRODUCT 
[2010-09-22 08:41:36,371] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: OBJECT:MATERIAL_TEMPLATE 
[2010-09-22 08:41:36,371] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: MATERIAL_TEMPLATE 
[2010-09-22 08:41:36,371] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: STATE_NAME 
[2010-09-22 08:41:36,371] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: OBJECT:ITEM 
[2010-09-22 08:41:36,371] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: ITEM_ARMOR 
[2010-09-22 08:41:36,372] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: METAL 
[2010-09-22 08:41:36,372] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: COVERAGE 
[2010-09-22 08:41:36,372] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LAYER 
[2010-09-22 08:41:36,372] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: PREPLURAL 
[2010-09-22 08:41:36,372] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: NAME 
[2010-09-22 08:41:36,372] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LAYER_SIZE 
[2010-09-22 08:41:36,373] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: HARD 
[2010-09-22 08:41:36,373] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: UBSTEP 
[2010-09-22 08:41:36,373] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: BARRED 
[2010-09-22 08:41:36,373] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: SCALED 
[2010-09-22 08:41:36,373] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LBSTEP 
[2010-09-22 08:41:36,374] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: UPSTEP 
[2010-09-22 08:41:36,375] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: MATERIAL_SIZE 
[2010-09-22 08:41:36,375] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: STRUCTURAL_ELASTICITY_WOVEN_THREAD 
[2010-09-22 08:41:36,375] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: STRUCTURAL_ELASTICITY_CHAIN_METAL 
[2010-09-22 08:41:36,375] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LEATHER 
[2010-09-22 08:41:36,375] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: ARMORLEVEL 
[2010-09-22 08:41:36,377] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LAYER_PERMIT 
[2010-09-22 08:41:36,377] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: SHAPED 
[2010-09-22 08:41:36,377] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: SOFT 
[2010-09-22 08:41:36,377] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: OBJECT:CREATURE 
[2010-09-22 08:41:36,377] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: CREATURE 
[2010-09-22 08:41:36,378] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: NAME 
[2010-09-22 08:41:36,378] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: USE_MATERIAL_TEMPLATE 
[2010-09-22 08:41:36,378] DEBUG [com.bay12games.df.rawedit.Config] WhoopREACTION 
[2010-09-22 08:41:36,378] DEBUG [com.bay12games.df.rawedit.Config] WhoopOBJECT:ITEM 
[2010-09-22 08:41:36,378] DEBUG [com.bay12games.df.rawedit.Config] WhoopOBJECT:MATERIAL_TEMPLATE 
[2010-09-22 08:41:36,378] DEBUG [com.bay12games.df.rawedit.Config] WhoopOBJECT:CREATURE 
[2010-09-22 08:41:36,379] DEBUG [com.Main] Time needed for initialize config:121 
[2010-09-22 08:41:36,435] INFO  [com.Main] Session closed 
[2010-09-22 08:41:36,686] DEBUG [com.Main] Building initial model: 1285137696686 
[2010-09-22 08:41:36,686] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:41:36,695] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 9 
[2010-09-22 08:41:36,695] DEBUG [com.Main] 1285137696695 
[2010-09-22 08:48:44,367] INFO  [com.Main] Start 
[2010-09-22 08:48:44,519] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: REACTION 
[2010-09-22 08:48:44,519] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: REAGENT 
[2010-09-22 08:48:44,519] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: PRODUCT 
[2010-09-22 08:48:44,520] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: OBJECT:MATERIAL_TEMPLATE 
[2010-09-22 08:48:44,520] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: MATERIAL_TEMPLATE 
[2010-09-22 08:48:44,520] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: STATE_NAME 
[2010-09-22 08:48:44,525] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: OBJECT:ITEM 
[2010-09-22 08:48:44,525] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: ITEM_ARMOR 
[2010-09-22 08:48:44,525] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: METAL 
[2010-09-22 08:48:44,525] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: COVERAGE 
[2010-09-22 08:48:44,526] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LAYER 
[2010-09-22 08:48:44,526] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: PREPLURAL 
[2010-09-22 08:48:44,526] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: NAME 
[2010-09-22 08:48:44,526] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LAYER_SIZE 
[2010-09-22 08:48:44,526] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: HARD 
[2010-09-22 08:48:44,526] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: UBSTEP 
[2010-09-22 08:48:44,526] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: BARRED 
[2010-09-22 08:48:44,527] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: SCALED 
[2010-09-22 08:48:44,527] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LBSTEP 
[2010-09-22 08:48:44,527] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: UPSTEP 
[2010-09-22 08:48:44,527] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: MATERIAL_SIZE 
[2010-09-22 08:48:44,528] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: STRUCTURAL_ELASTICITY_WOVEN_THREAD 
[2010-09-22 08:48:44,528] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: STRUCTURAL_ELASTICITY_CHAIN_METAL 
[2010-09-22 08:48:44,528] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LEATHER 
[2010-09-22 08:48:44,528] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: ARMORLEVEL 
[2010-09-22 08:48:44,529] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LAYER_PERMIT 
[2010-09-22 08:48:44,529] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: SHAPED 
[2010-09-22 08:48:44,529] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: SOFT 
[2010-09-22 08:48:44,529] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: OBJECT:CREATURE 
[2010-09-22 08:48:44,529] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: CREATURE 
[2010-09-22 08:48:44,529] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: NAME 
[2010-09-22 08:48:44,529] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: USE_MATERIAL_TEMPLATE 
[2010-09-22 08:48:44,530] DEBUG [com.bay12games.df.rawedit.Config] WhoopREACTION 
[2010-09-22 08:48:44,530] DEBUG [com.bay12games.df.rawedit.Config] WhoopOBJECT:ITEM 
[2010-09-22 08:48:44,530] DEBUG [com.bay12games.df.rawedit.Config] WhoopOBJECT:MATERIAL_TEMPLATE 
[2010-09-22 08:48:44,530] DEBUG [com.bay12games.df.rawedit.Config] WhoopOBJECT:CREATURE 
[2010-09-22 08:48:44,531] DEBUG [com.Main] Time needed for initialize config:163 
[2010-09-22 08:48:44,589] INFO  [com.Main] Session closed 
[2010-09-22 08:48:44,865] DEBUG [com.Main] Building initial model: 1285138124865 
[2010-09-22 08:48:44,865] DEBUG [com.bay12games.df.rawedit.DocumentLoader] #### START 
[2010-09-22 08:48:44,875] DEBUG [com.bay12games.df.rawedit.DocumentLoader] End time: 10 
[2010-09-22 08:48:44,875] DEBUG [com.Main] 1285138124875 
[2010-09-22 09:47:25,646] INFO  [com.Main] Start 
[2010-09-22 09:47:25,762] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: REACTION 
[2010-09-22 09:47:25,762] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: REAGENT 
[2010-09-22 09:47:25,762] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: PRODUCT 
[2010-09-22 09:47:25,763] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: OBJECT:MATERIAL_TEMPLATE 
[2010-09-22 09:47:25,763] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: MATERIAL_TEMPLATE 
[2010-09-22 09:47:25,763] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: STATE_NAME 
[2010-09-22 09:47:25,763] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: OBJECT:ITEM 
[2010-09-22 09:47:25,764] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: ITEM_ARMOR 
[2010-09-22 09:47:25,764] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: METAL 
[2010-09-22 09:47:25,764] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: COVERAGE 
[2010-09-22 09:47:25,764] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LAYER 
[2010-09-22 09:47:25,764] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: PREPLURAL 
[2010-09-22 09:47:25,764] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: NAME 
[2010-09-22 09:47:25,764] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LAYER_SIZE 
[2010-09-22 09:47:25,764] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: HARD 
[2010-09-22 09:47:25,765] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: UBSTEP 
[2010-09-22 09:47:25,765] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: BARRED 
[2010-09-22 09:47:25,765] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: SCALED 
[2010-09-22 09:47:25,765] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LBSTEP 
[2010-09-22 09:47:25,765] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: UPSTEP 
[2010-09-22 09:47:25,765] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: MATERIAL_SIZE 
[2010-09-22 09:47:25,766] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: STRUCTURAL_ELASTICITY_WOVEN_THREAD 
[2010-09-22 09:47:25,766] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: STRUCTURAL_ELASTICITY_CHAIN_METAL 
[2010-09-22 09:47:25,766] DEBUG [com.bay12games.df.dwarfstruct.model.DwarfStructElement] New DwarfStructElement with token: LEATHER 
